python : RiskManager initialized with 18 rules
En línea: 1 Carácter: 1
+ python tools/run_calibration_2B.py --mode quick --max-combinations 3  ...
+ ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
    + CategoryInfo          : NotSpecified: (RiskManager initialized with 18 rules:St 
   ring) [], RemoteException
    + FullyQualifiedErrorId : NativeCommandError
 
2025-12-21 22:18:13,315 - WARNING - Se±al rechazada: ['kelly_cap:ETF']
2025-12-21 22:18:13,316 - WARNING - Se±al rechazada: ['kelly_cap:ETF']
2025-12-21 22:18:13,316 - WARNING - Se±al rechazada: ['kelly_cap:ETF']
2025-12-21 22:18:13,317 - WARNING - Se±al rechazada: ['kelly_cap:ETF']
2025-12-21 22:18:13,317 - WARNING - Se±al rechazada: ['kelly_cap:ETF']
2025-12-21 22:18:13,317 - WARNING - Se±al rechazada: ['kelly_cap:ETF']
2025-12-21 22:18:13,318 - WARNING - Se±al rechazada: ['kelly_cap:ETF']
2025-12-21 22:18:13,318 - WARNING - Se±al rechazada: ['kelly_cap:ETF']
2025-12-21 22:18:13,318 - WARNING - Se±al rechazada: ['kelly_cap:ETF']
2025-12-21 22:18:13,319 - WARNING - Se±al rechazada: ['kelly_cap:ETF']
2025-12-21 22:18:13,319 - WARNING - Se±al rechazada: ['kelly_cap:ETF']
2025-12-21 22:18:13,319 - WARNING - Se±al rechazada: ['kelly_cap:ETF']
2025-12-21 22:18:13,320 - WARNING - Se±al rechazada: ['kelly_cap:ETF']
2025-12-21 22:18:13,320 - WARNING - Se±al rechazada: ['kelly_cap:ETF']
2025-12-21 22:18:13,320 - WARNING - Se±al rechazada: ['kelly_cap:ETF']
2025-12-21 22:18:13,321 - WARNING - Se±al rechazada: ['kelly_cap:ETF']
2025-12-21 22:18:13,321 - WARNING - Se±al rechazada: ['kelly_cap:ETF']
2025-12-21 22:18:13,321 - WARNING - Se±al rechazada: ['kelly_cap:ETF']
2025-12-21 22:18:13,322 - WARNING - Se±al rechazada: ['kelly_cap:ETF']
2025-12-21 22:18:13,322 - WARNING - Se±al rechazada: ['kelly_cap:ETF']
2025-12-21 22:18:13,322 - WARNING - Se±al rechazada: ['kelly_cap:ETF']
2025-12-21 22:18:13,323 - WARNING - Se±al rechazada: ['kelly_cap:ETF']
2025-12-21 22:18:13,324 - WARNING - Se±al rechazada: ['kelly_cap:ETF']
2025-12-21 22:18:13,324 - WARNING - Se±al rechazada: ['kelly_cap:ETF']
2025-12-21 22:18:13,324 - WARNING - Se±al rechazada: ['kelly_cap:ETF']
2025-12-21 22:18:13,325 - WARNING - Se±al rechazada: ['kelly_cap:ETF']
2025-12-21 22:18:13,325 - WARNING - Se±al rechazada: ['kelly_cap:ETF']
2025-12-21 22:18:13,325 - WARNING - Se±al rechazada: ['kelly_cap:ETF']
2025-12-21 22:18:13,325 - WARNING - Se±al rechazada: ['kelly_cap:ETF']
2025-12-21 22:18:13,326 - WARNING - Se±al rechazada: ['kelly_cap:ETF']
2025-12-21 22:18:13,326 - WARNING - Se±al rechazada: ['kelly_cap:ETF']
2025-12-21 22:18:13,326 - WARNING - Se±al rechazada: ['kelly_cap:ETF']
2025-12-21 22:18:13,326 - WARNING - Se±al rechazada: ['kelly_cap:ETF']
2025-12-21 22:18:13,326 - WARNING - Se±al rechazada: ['kelly_cap:ETF']
2025-12-21 22:18:13,327 - WARNING - Se±al rechazada: ['kelly_cap:ETF']
2025-12-21 22:18:13,327 - WARNING - Se±al rechazada: ['kelly_cap:ETF']
2025-12-21 22:18:13,327 - WARNING - Se±al rechazada: ['kelly_cap:ETF']
2025-12-21 22:18:13,327 - WARNING - Se±al rechazada: ['kelly_cap:ETF']
2025-12-21 22:18:13,327 - WARNING - Se±al rechazada: ['kelly_cap:ETF']
2025-12-21 22:18:13,327 - WARNING - Se±al rechazada: ['kelly_cap:ETF']
2025-12-21 22:18:13,328 - WARNING - Se±al rechazada: ['kelly_cap:ETF']
2025-12-21 22:18:13,328 - WARNING - Se±al rechazada: ['kelly_cap:ETF']
2025-12-21 22:18:13,328 - WARNING - Se±al rechazada: ['kelly_cap:ETF']
2025-12-21 22:18:13,328 - WARNING - Se±al rechazada: ['kelly_cap:ETF']
2025-12-21 22:18:13,329 - WARNING - Se±al rechazada: ['kelly_cap:ETF']
2025-12-21 22:18:13,329 - WARNING - Se±al rechazada: ['kelly_cap:ETF']
2025-12-21 22:18:13,329 - WARNING - Se±al rechazada: ['kelly_cap:ETF']
2025-12-21 22:18:13,329 - WARNING - Se±al rechazada: ['kelly_cap:ETF']
2025-12-21 22:18:13,329 - WARNING - Se±al rechazada: ['kelly_cap:ETF']
2025-12-21 22:18:13,329 - WARNING - Se±al rechazada: ['kelly_cap:ETF']
2025-12-21 22:18:13,330 - WARNING - Se±al rechazada: ['kelly_cap:ETF']
2025-12-21 22:18:13,330 - WARNING - Se±al rechazada: ['kelly_cap:ETF']
2025-12-21 22:18:13,330 - WARNING - Se±al rechazada: ['kelly_cap:ETF']
2025-12-21 22:18:13,330 - WARNING - Se±al rechazada: ['kelly_cap:ETF']
2025-12-21 22:18:13,330 - WARNING - Se±al rechazada: ['kelly_cap:ETF']
2025-12-21 22:18:13,330 - WARNING - Se±al rechazada: ['kelly_cap:ETF']
2025-12-21 22:18:13,331 - WARNING - Se±al rechazada: ['kelly_cap:ETF']
2025-12-21 22:18:13,331 - WARNING - Se±al rechazada: ['kelly_cap:ETF']
2025-12-21 22:18:13,331 - WARNING - Se±al rechazada: ['kelly_cap:ETF']
2025-12-21 22:18:13,331 - WARNING - Se±al rechazada: ['kelly_cap:ETF']
2025-12-21 22:18:13,331 - WARNING - Se±al rechazada: ['kelly_cap:ETF']
2025-12-21 22:18:13,332 - WARNING - Se±al rechazada: ['kelly_cap:ETF']
2025-12-21 22:18:13,332 - WARNING - Se±al rechazada: ['kelly_cap:ETF']
2025-12-21 22:18:13,332 - WARNING - Se±al rechazada: ['kelly_cap:ETF']
2025-12-21 22:18:13,332 - WARNING - Se±al rechazada: ['kelly_cap:ETF']
2025-12-21 22:18:13,332 - WARNING - Se±al rechazada: ['kelly_cap:ETF']
RiskManager initialized with 18 rules
2025-12-21 22:18:13,338 - INFO - RiskManager initialized with 18 rules
Asset limit exceeded
2025-12-21 22:18:13,340 - WARNING - Asset limit exceeded
2025-12-21 22:18:13,340 - WARNING - Se±al rechazada: ['position_limits', 'dd_soft']
Asset limit exceeded
2025-12-21 22:18:13,342 - WARNING - Asset limit exceeded
2025-12-21 22:18:13,342 - WARNING - Se±al rechazada: ['position_limits', 'dd_soft']
Asset limit exceeded
2025-12-21 22:18:13,343 - WARNING - Asset limit exceeded
2025-12-21 22:18:13,343 - WARNING - Se±al rechazada: ['position_limits', 'dd_soft']
Asset limit exceeded
2025-12-21 22:18:13,345 - WARNING - Asset limit exceeded
2025-12-21 22:18:13,345 - WARNING - Se±al rechazada: ['position_limits', 'dd_soft']
Asset limit exceeded
2025-12-21 22:18:13,348 - WARNING - Asset limit exceeded
2025-12-21 22:18:13,348 - WARNING - Se±al rechazada: ['position_limits', 'dd_soft']
Asset limit exceeded
2025-12-21 22:18:13,349 - WARNING - Asset limit exceeded
2025-12-21 22:18:13,349 - WARNING - Se±al rechazada: ['position_limits', 'dd_soft']
[2025-12-21T22:18:12] Mode: quick, Total grid: 216, Running: 3, Seed: 42
[2025-12-21T22:18:12] START combo_id=c648aadd02dc (1/3) params={'stop_loss.atr_multiplier': 2.0, 'stop_loss.min_stop_pct': 0.02, 'max_drawdown.soft_limit_pct': 0.05, 'max_drawdown.hard_limit_pct': 0.1, 'max_drawdown.size_multiplier_soft': 0.5, 'kelly.cap_factor': 0.3}
[2025-12-21T22:18:12] END combo_id=c648aadd02dc status=ok duration_s=0.06
[2025-12-21T22:18:13] START combo_id=2a7b39f06e64 (2/3) params={'stop_loss.atr_multiplier': 2.0, 'stop_loss.min_stop_pct': 0.02, 'max_drawdown.soft_limit_pct': 0.05, 'max_drawdown.hard_limit_pct': 0.1, 'max_drawdown.size_multiplier_soft': 0.5, 'kelly.cap_factor': 0.5}
[2025-12-21T22:18:13] END combo_id=2a7b39f06e64 status=ok duration_s=0.33
[2025-12-21T22:18:13] START combo_id=ffae19fec604 (3/3) params={'stop_loss.atr_multiplier': 2.0, 'stop_loss.min_stop_pct': 0.02, 'max_drawdown.soft_limit_pct': 0.05, 'max_drawdown.hard_limit_pct': 0.1, 'max_drawdown.size_multiplier_soft': 0.5, 'kelly.cap_factor': 0.7}
[2025-12-21T22:18:13] END combo_id=ffae19fec604 status=ok duration_s=0.02
[2025-12-21T22:18:13] DONE: 3 ok, 0 errors, total 3
